family,family_id,truth_seasonal,n_years,replicate,variant,n_redraws,established_regime,established_route,established_snr,candidate_class,candidate_status,candidate_reason,candidate_regime,candidate_route,candidate_peak_p,candidate_trough_p,candidate_peak_r,candidate_trough_r,n_detectable_years,n_timing_eligible_years
amplitude_curve,43,,30,18,missing_10,0,marginal,per_year_detection,2.1748,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5028901729196811,0.5445073802581957,25,26
amplitude_curve,43,,30,19,missing_10,0,marginal,event_characterisation,0.931,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.078,0.126,0.23581118935621076,0.16633433419718888,14,28
amplitude_curve,43,,30,20,missing_10,0,seasonal,per_year_detection,7.6785,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8701123047276146,0.8292528867138393,26,26
amplitude_curve,43,,30,21,missing_10,0,marginal,per_year_detection,1.2625,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.002,0.007,0.2308568542725276,0.343482983812188,18,28
amplitude_curve,43,,30,22,missing_10,0,marginal,event_characterisation,1.4695,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.008,0.002,0.22207121532187718,0.4045774682500874,16,27
amplitude_curve,43,,30,23,missing_10,0,marginal,per_year_detection,1.8204,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6132320504113655,0.3838817476586417,20,27
amplitude_curve,43,,30,24,missing_10,0,marginal,event_characterisation,0.7538,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.104,0.004,0.1864814908081083,0.22601803021595657,17,26
amplitude_curve,43,,30,25,missing_10,0,seasonal,per_year_detection,4.343,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7341928764226171,0.7736604117424644,28,28
amplitude_curve,43,,30,26,missing_10,0,marginal,event_characterisation,1.2832,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.2839365138673655,0.3497500054124968,21,27
amplitude_curve,43,,30,27,missing_10,0,seasonal,per_year_detection,7.6216,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8357958484740377,0.8189389962370418,27,27
amplitude_curve,43,,30,28,missing_10,0,marginal,event_characterisation,0.8315,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.046,0.023,0.2704681941159227,0.29517161792285235,16,28
amplitude_curve,43,,30,29,missing_10,0,marginal,per_year_detection,1.9044,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5824795990960872,0.56978832759163,23,27
amplitude_curve,43,,30,30,missing_10,0,marginal,per_year_detection,2.1115,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5483777379021845,0.48567095192964244,22,27
amplitude_curve,43,,30,31,missing_10,0,seasonal,per_year_detection,7.894,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8677794632211725,0.8723186046271111,28,28
amplitude_curve,43,,30,32,missing_10,0,seasonal,per_year_detection,7.992,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8883002602577825,0.8457535451212932,27,27
amplitude_curve,43,,30,33,missing_10,0,aseasonal,event_characterisation,0.6877,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.131,0.001,0.19372676158384902,0.26760643988860583,19,27
amplitude_curve,43,,30,34,missing_10,0,marginal,per_year_detection,1.1354,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.007,0.34,0.3545977007241152,0.13656672280905552,18,27
amplitude_curve,43,,30,35,missing_10,0,aseasonal,event_characterisation,1.465,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.001,0.059,0.369214645790054,0.27852112025914266,19,28
amplitude_curve,43,,30,36,missing_10,0,aseasonal,event_characterisation,0.4169,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.65,0.694,0.04616785368443937,0.09652032757175358,16,27
amplitude_curve,43,,30,37,missing_10,0,marginal,event_characterisation,0.7684,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.236,0.065,0.2335342050215307,0.31081748054289166,15,27
amplitude_curve,43,,30,38,missing_10,0,seasonal,per_year_detection,8.334,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.871170082612218,0.9000357962536543,26,26
amplitude_curve,43,,30,39,missing_10,0,seasonal,per_year_detection,4.1535,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7430899943989311,0.745604689454499,27,27
amplitude_curve,43,,30,40,missing_10,0,marginal,event_characterisation,1.3242,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.012,0.002,0.2641456266669187,0.2798396502027646,19,28
amplitude_curve,43,,30,41,missing_10,0,seasonal,per_year_detection,3.8371,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.735387312876846,0.7070984798805066,27,27
amplitude_curve,43,,30,42,missing_10,0,marginal,event_characterisation,2.2739,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5361834357776022,0.5694214694248302,21,27
amplitude_curve,43,,30,43,missing_10,0,seasonal,per_year_detection,7.9186,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.872201308725003,0.8848929376143104,28,28
amplitude_curve,43,,30,44,missing_10,0,marginal,per_year_detection,1.3854,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.004,0.011,0.28605853409699333,0.3061649472172383,19,27
amplitude_curve,43,,30,45,missing_10,0,seasonal,per_year_detection,8.1756,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8852966121119201,0.8602577439751585,27,27
amplitude_curve,43,,30,46,missing_10,0,marginal,per_year_detection,2.1219,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.457625418043756,0.563989241036844,26,27
amplitude_curve,43,,30,47,missing_10,0,seasonal,per_year_detection,4.1545,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7339361539369478,0.7412862358802307,27,27
amplitude_curve,43,,30,48,missing_10,0,marginal,per_year_detection,1.9902,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5851230168691142,0.3959263415033264,21,27
amplitude_curve,43,,30,49,missing_10,0,marginal,event_characterisation,0.9367,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.401,0.415,0.14501462313987631,0.1414753313684121,16,27
amplitude_curve,43,,30,50,missing_10,0,seasonal,per_year_detection,3.9951,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6787249631165114,0.7611794290757875,27,28
amplitude_curve,43,,30,51,missing_10,0,aseasonal,event_characterisation,0.6435,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.07,0.309,0.22080071785847125,0.13792591265939208,14,27
amplitude_curve,43,,30,52,missing_10,0,seasonal,per_year_detection,7.8943,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8507011767246658,0.876562617804552,28,28
amplitude_curve,43,,30,53,missing_10,0,seasonal,per_year_detection,4.5773,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.774615373467367,0.8151691286554094,28,28
amplitude_curve,43,,30,54,missing_10,0,seasonal,per_year_detection,8.0085,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8849545613588425,0.8759662012708891,27,27
amplitude_curve,43,,30,55,missing_10,0,seasonal,per_year_detection,7.9869,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8711120946738564,0.8841240600690725,28,28
amplitude_curve,43,,30,56,missing_10,0,marginal,per_year_detection,1.9199,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.46942898180033055,0.42624547293201354,23,26
amplitude_curve,43,,30,57,missing_10,0,marginal,per_year_detection,2.7343,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5584799369216485,0.5373463466392835,22,27
amplitude_curve,43,,30,58,missing_10,0,marginal,event_characterisation,1.245,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.88,0.001,0.10395729332504036,0.3805755531045362,16,27
amplitude_curve,43,,30,59,missing_10,0,marginal,per_year_detection,0.9739,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.008,0.237,0.25473221262338674,0.21140872051447004,22,27
amplitude_curve,43,,30,60,missing_10,0,marginal,event_characterisation,0.8224,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.643,0.743,0.1537932460833683,0.07971336331030203,16,28
amplitude_curve,43,,30,61,missing_10,0,seasonal,per_year_detection,3.8647,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7437651437815658,0.7488251241532617,28,28
amplitude_curve,43,,30,62,missing_10,0,marginal,event_characterisation,1.1046,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.035,0.002,0.1849161094299545,0.32582460213715936,20,28
amplitude_curve,43,,30,63,missing_10,0,seasonal,per_year_detection,3.7433,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7765424894877611,0.6490509100303357,26,26
amplitude_curve,43,,30,64,missing_10,0,seasonal,per_year_detection,8.8072,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8962923939258822,0.8832203716568052,28,28
amplitude_curve,43,,30,65,missing_10,0,seasonal,per_year_detection,4.1165,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6669204637281169,0.7865970141348143,27,27
amplitude_curve,43,,30,66,missing_10,0,seasonal,per_year_detection,7.6002,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8413561147035165,0.8789272656014263,28,28
amplitude_curve,43,,30,67,missing_10,0,aseasonal,event_characterisation,1.589,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.33615733168217665,0.32193233079517947,24,28
amplitude_curve,43,,30,68,missing_10,0,seasonal,per_year_detection,3.6144,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7009775938577965,0.7951880857062118,27,27
amplitude_curve,43,,30,69,missing_10,0,seasonal,per_year_detection,3.9614,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7697017985792921,0.7844367886373284,26,26
amplitude_curve,43,,30,70,missing_10,0,marginal,per_year_detection,2.274,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5286854938670751,0.47764502669640796,21,27
amplitude_curve,43,,30,71,missing_10,0,seasonal,per_year_detection,8.9795,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8603639199316366,0.8774137209585435,27,27
amplitude_curve,43,,30,72,missing_10,0,marginal,event_characterisation,0.7871,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.092,0.686,0.23170389475717698,0.12027381690491472,15,28
amplitude_curve,43,,30,73,missing_10,0,aseasonal,event_characterisation,0.9055,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.674,0.008,0.13005317484977422,0.234901218516823,17,28
amplitude_curve,43,,30,74,missing_10,0,seasonal,per_year_detection,2.0674,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5222192057021027,0.5100132559642312,21,28
amplitude_curve,43,,30,75,missing_10,0,marginal,event_characterisation,0.9694,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.007,0.011,0.27368097143606096,0.21331845635529956,17,27
amplitude_curve,43,,30,76,missing_10,0,marginal,per_year_detection,1.7754,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.005,0.4328090078646803,0.3144472131211503,24,26
amplitude_curve,43,,30,77,missing_10,0,marginal,event_characterisation,1.856,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.4065446246577787,0.48601544395786217,21,28
amplitude_curve,43,,30,78,missing_10,0,seasonal,per_year_detection,2.4048,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5837994441310067,0.5898200751263204,21,27
amplitude_curve,43,,30,79,missing_10,0,seasonal,per_year_detection,8.4953,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8640001585322965,0.8736969281712877,28,28
amplitude_curve,43,,30,80,missing_10,0,seasonal,per_year_detection,3.8085,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7607274482468851,0.6877975206473449,27,27
amplitude_curve,43,,30,81,missing_10,0,seasonal,per_year_detection,7.7452,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8495012932631262,0.8531866523026594,27,27
amplitude_curve,43,,30,82,missing_10,0,marginal,per_year_detection,1.5696,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.005,0.3545504974323536,0.37194154542273455,22,28
amplitude_curve,43,,30,83,missing_10,0,marginal,per_year_detection,0.9502,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.007,0.3501286355111291,0.2661502202300909,20,28
amplitude_curve,43,,30,84,missing_10,0,seasonal,per_year_detection,3.9423,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7941395488477494,0.7231060823788115,27,27
amplitude_curve,43,,30,85,missing_10,0,seasonal,per_year_detection,8.5462,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8824590755539594,0.8593879048689338,28,28
amplitude_curve,43,,30,86,missing_10,0,marginal,per_year_detection,2.3056,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.4544928979005897,0.6130739298698704,22,27
amplitude_curve,43,,30,87,missing_10,0,seasonal,per_year_detection,2.0386,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.4890178912796155,0.4166109859921877,24,28
amplitude_curve,43,,30,88,missing_10,0,seasonal,per_year_detection,7.6864,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8462223122851683,0.856774769554681,27,27
amplitude_curve,43,,30,89,missing_10,0,aseasonal,event_characterisation,0.5949,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.31,0.224,0.23309927007532014,0.06868426756454943,10,27
amplitude_curve,43,,30,90,missing_10,0,marginal,per_year_detection,0.869,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.043,0.4000021836091588,0.20277379521446884,16,28
amplitude_curve,43,,30,91,missing_10,0,seasonal,per_year_detection,2.1059,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.4979341647273235,0.49246155719351903,22,28
amplitude_curve,43,,30,92,missing_10,0,seasonal,per_year_detection,7.6123,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8753707156872496,0.8512660935622409,26,26
amplitude_curve,43,,30,93,missing_10,0,seasonal,per_year_detection,4.062,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.751213862999879,0.7500138556870677,27,27
amplitude_curve,43,,30,94,missing_10,0,marginal,per_year_detection,0.8791,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.013,0.641,0.2438740491037936,0.0891081263451771,21,28
amplitude_curve,43,,30,95,missing_10,0,seasonal,per_year_detection,2.0307,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5851964009352447,0.5137474343488423,21,26
amplitude_curve,43,,30,96,missing_10,0,marginal,event_characterisation,0.81,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.35,0.029,0.09094748138603474,0.23062476020250064,17,28
amplitude_curve,43,,30,97,missing_10,0,seasonal,per_year_detection,4.0513,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7376666291967855,0.7693741388003202,27,27
amplitude_curve,43,,30,98,missing_10,0,marginal,event_characterisation,1.5649,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.018,0.014,0.27114191638369994,0.2507007629896795,16,27
amplitude_curve,43,,30,99,missing_10,0,marginal,per_year_detection,1.2742,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.006,0.001,0.3298384356350081,0.30650512421182924,19,28
amplitude_curve,43,,30,100,missing_10,0,seasonal,per_year_detection,8.9884,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.88824553550231,0.8998006627997648,26,26
amplitude_curve,43,,30,101,missing_10,0,seasonal,per_year_detection,8.2549,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8877290638189992,0.8532604211207825,27,27
amplitude_curve,43,,30,102,missing_10,0,marginal,per_year_detection,1.8429,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.4450618853012981,0.5204356390806125,23,27
amplitude_curve,43,,30,103,missing_10,0,marginal,event_characterisation,0.9377,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.006,0.017,0.32432209855321265,0.351596643786049,14,26
amplitude_curve,43,,30,104,missing_10,0,marginal,per_year_detection,2.3539,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5509060171049913,0.6079354544701027,24,27
amplitude_curve,43,,30,105,missing_10,0,seasonal,per_year_detection,8.4794,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8743872411632283,0.8943852994113979,27,27
amplitude_curve,43,,30,106,missing_10,0,marginal,per_year_detection,1.0672,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.012,0.002,0.293164177105177,0.368803424704104,19,27
amplitude_curve,43,,30,107,missing_10,0,seasonal,per_year_detection,4.1582,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7232570781783222,0.8313210326655901,28,28
amplitude_curve,43,,30,108,missing_10,0,marginal,per_year_detection,1.8215,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.510312735252823,0.4857737618242154,26,28
amplitude_curve,43,,30,109,missing_10,0,aseasonal,event_characterisation,0.6793,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.174,0.861,0.1297937042991297,0.02871210673496903,18,28
amplitude_curve,43,,30,110,missing_10,0,marginal,per_year_detection,2.3775,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5337927680399157,0.5182848628045829,24,28
amplitude_curve,43,,30,111,missing_10,0,seasonal,per_year_detection,3.7711,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7507045413479497,0.7370796855303098,25,26
amplitude_curve,43,,30,112,missing_10,0,seasonal,per_year_detection,8.4653,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8969741671914221,0.882930658005186,28,28
amplitude_curve,43,,30,113,missing_10,0,seasonal,per_year_detection,2.52,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5247288632330951,0.555858828882762,25,28
amplitude_curve,43,,30,114,missing_10,0,marginal,per_year_detection,2.2437,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.49006738828855473,0.6100922512472778,23,27
amplitude_curve,43,,30,115,missing_10,0,seasonal,per_year_detection,7.9547,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8678530634517121,0.8841365503391638,28,28
amplitude_curve,43,,30,116,missing_10,0,seasonal,per_year_detection,2.1795,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5910270183889798,0.5536382012311694,21,28
amplitude_curve,43,,30,117,missing_10,0,marginal,per_year_detection,4.3923,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7373265156821663,0.8398030443984386,28,28
amplitude_curve,43,,30,118,missing_10,0,seasonal,per_year_detection,4.3787,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7693734179414865,0.7664044723765908,26,26
amplitude_curve,43,,30,119,missing_10,0,seasonal,per_year_detection,7.9261,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8758188079542585,0.88010043971166,28,28
amplitude_curve,43,,30,120,missing_10,0,marginal,event_characterisation,0.9944,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.004,0.2674400236621733,0.28258663529982614,15,26
amplitude_curve,43,,30,121,missing_10,0,seasonal,per_year_detection,7.956,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8413289221923905,0.8821579634847818,28,28
amplitude_curve,43,,30,122,missing_10,0,marginal,per_year_detection,2.6104,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5501542305781606,0.5975975390395908,26,28
amplitude_curve,43,,30,123,missing_10,0,marginal,per_year_detection,2.5581,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5372333968014544,0.5286453211355167,25,28
amplitude_curve,43,,30,124,missing_10,0,seasonal,per_year_detection,7.8522,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8999224703918428,0.8582822365331257,26,26
amplitude_curve,43,,30,125,missing_10,0,marginal,event_characterisation,1.2616,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.004,0.003,0.2937536351002527,0.44362023720973076,15,28
amplitude_curve,43,,30,126,missing_10,0,marginal,event_characterisation,0.8006,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.016,0.003,0.1876812079627446,0.19775559022284017,22,28
amplitude_curve,43,,30,127,missing_10,0,seasonal,per_year_detection,7.7855,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8823872595800133,0.8755338949340228,28,28
amplitude_curve,43,,30,128,missing_10,0,seasonal,per_year_detection,7.5678,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8800257135178493,0.8849141194617922,28,28
amplitude_curve,43,,30,129,missing_10,0,seasonal,per_year_detection,2.2523,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.632345653302292,0.4381211397836053,24,27
amplitude_curve,43,,30,130,missing_10,0,marginal,event_characterisation,1.6234,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.003,0.002,0.33392729206274296,0.29972011451825825,18,27
amplitude_curve,43,,30,131,missing_10,0,marginal,event_characterisation,1.0349,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.016,0.069,0.2358236651158401,0.2499955618338932,16,27
amplitude_curve,43,,30,132,missing_10,0,seasonal,per_year_detection,4.0409,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7736982050111906,0.6822625038100288,28,28
amplitude_curve,43,,30,133,missing_10,0,seasonal,per_year_detection,4.0054,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7348517235370061,0.7585709380927462,28,28
amplitude_curve,43,,30,134,missing_10,0,marginal,event_characterisation,1.2013,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.035,0.003,0.20622244989817118,0.3860432709997531,18,28
amplitude_curve,43,,30,135,missing_10,0,seasonal,per_year_detection,7.5981,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8418326149738287,0.8478887335678587,28,28
amplitude_curve,43,,30,136,missing_10,0,marginal,per_year_detection,1.3021,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.023,0.001,0.28537841505636796,0.2711303444188661,18,28
amplitude_curve,43,,30,137,missing_10,0,marginal,event_characterisation,0.8955,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.234,0.122,0.13357159379788,0.26637364599147967,12,26
amplitude_curve,43,,30,138,missing_10,0,marginal,event_characterisation,0.827,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.637,0.57,0.07652316951494768,0.14283662737166858,15,28
amplitude_curve,43,,30,139,missing_10,0,seasonal,per_year_detection,8.1963,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8742791088199513,0.8489109014006712,27,27
amplitude_curve,43,,30,140,missing_10,0,marginal,per_year_detection,1.8887,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.39766351437959624,0.4437735581766563,20,27
amplitude_curve,43,,30,141,missing_10,0,seasonal,per_year_detection,3.7384,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6629488270294649,0.7509032751047111,27,28
amplitude_curve,43,,30,142,missing_10,0,seasonal,per_year_detection,3.6237,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7074379081179727,0.7045554356876518,25,26
amplitude_curve,43,,30,143,missing_10,0,marginal,event_characterisation,0.9016,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.001,0.255,0.20808621531086202,0.10009292880706593,13,27
amplitude_curve,43,,30,144,missing_10,0,seasonal,per_year_detection,2.5099,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5650286086904138,0.4684420944762061,21,28
amplitude_curve,43,,30,145,missing_10,0,seasonal,per_year_detection,8.2469,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8512381993659229,0.8788411761662909,28,28
amplitude_curve,43,,30,146,missing_10,0,marginal,per_year_detection,1.181,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.003,0.26663108166038707,0.3102506102754935,22,28
amplitude_curve,43,,30,147,missing_10,0,marginal,per_year_detection,1.5138,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.01,0.004,0.2901169849219731,0.2829066150571338,23,28
amplitude_curve,43,,30,148,missing_10,0,marginal,per_year_detection,1.2032,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.003,0.162,0.35806284453176684,0.19303398254339096,19,28
amplitude_curve,43,,30,149,missing_10,0,seasonal,per_year_detection,4.07,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7054728674608134,0.7788208184174844,27,27
amplitude_curve,43,,30,150,missing_10,0,marginal,event_characterisation,0.9414,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.008,0.139,0.23268005027937216,0.21325248348352935,13,28
amplitude_curve,43,,30,151,missing_10,0,seasonal,per_year_detection,8.0499,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8598690901233637,0.8542546159468427,28,28
amplitude_curve,43,,30,152,missing_10,0,seasonal,per_year_detection,4.3169,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8178498610761207,0.757046592404521,28,28
amplitude_curve,43,,30,153,missing_10,0,seasonal,per_year_detection,8.901,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.9092334648744699,0.8907037591640389,28,28
amplitude_curve,43,,30,154,missing_10,0,seasonal,per_year_detection,7.8584,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.8294710699790702,0.878392708968372,27,27
